,video_id,title,comment_count,digg_count,share_count
6805518776545627403,谁发明这鱼，我要感谢你八辈子，从他爸变出来到现在两个多小时还在玩儿，可开心了😂带娃#解放双手 #网红玩具,196,7830,206
6805152545607142660,儿子难为你了，这么小就得陪你爸演戏，你爸这浮夸的表演，我都配合不了🤣#搞笑 #浮夸 #爸爸带娃 @抖音小助手,86,4694,23
6804789062403116300,爸爸你真的太吵了，我没有办法，我也想睡觉！也不知道我妈这几年是怎么忍受过来的#爸爸带娃 #搞笑 @抖音小助手,114,5234,61
6804410268437810443,爸爸变魔术，一定要看到最后，爸比我只是小，又不是傻🤣🤣🤣#变魔术 #爸爸带娃 #搞笑 @抖音小助手,304,9484,142
6804041176170237188,上次这条爸爸变魔术视频火遍全网，播放量上亿，不小心删除，在发一遍给大家看#搞笑 #爸爸带娃 @抖音小助手,6980,250235,3608
6803665273489558796,爸爸开始上班了，宝宝还没有习惯爸爸不在身边，他开门那一刻是父子俩最开心的时候吧#父子情深 #感动@抖音小助手,646,26244,278
6803530620787100931,往地上一放就顺着弯儿爬过来了，确认过眼神，是你爸爬的路线😂#小奶狗 #晒娃 #萌宝宝 #抖音小助手,103,5029,37
6803179230793338116,你爸又给你看啥呢，看把我儿子给纠结的，最后啥情况？#小朋友 #小表情 #抖音小助手#萌宝宝 @DOU+小助手,133,6089,35
6802923190533344516,确认过眼神，你爸爸真的离挨打不远了#父子 #爸爸带娃 #我要上热门 @抖音小助手,204,7343,129
6802552426407726340,玩儿捉迷藏你这爸爸还不好好配合，以后不和你玩儿了，你太玩儿赖了！#快乐父子 #爸爸带娃 #捉迷藏 @抖音小助手,94,4454,29
6802486762854829323,今天无意中记录的一幕，十个月二十天的恩泽第一次独自站起来走路，真的是太棒了，你们宝宝都是多大会走的@抖音小助手,375,7786,62
6803601788768505103,愿你永无后顾之忧，尽情打拼，e生平安——百万保障！全家可购！妥妥！#职场人生,1925,43342,3446
6617338349889785092,我们常从别人的故事里找幸福，却总是忽略自己所拥有的，愿大家一生安静而丰盛，温暖而踏实。即便英雄迟暮，也勇敢无畏,1016,41882,241
6617760674548288782,一镜到底忒难了，但是录的过程太欢乐了，远大于成品的效果😂@橙汁儿🍊 @好人严宽 @黑桃3,9404,452182,24795
6809086323643714816,不装了，摊牌了，我们是____#就只尬才艺 #职场人生,1668,13128,640
6808867280525593871,请忘掉拔丝不累#精神小伙 #职场人生 #egm,1227,17020,257
6808469752835493135,反思一下自己，为什么总能刷到这样的视频#沙雕 #职场人生,4117,56170,1319
6807704677841521920,谁培养出来的，这么优（___）秀（___）@吉林大学 #职场人生,3013,49435,2298
6806980278939176192,想用才艺扳回点颜面，让你们忘了沙雕的一面😂@Gina-Vintage @神仙小分队-Avery（艾沃瑞）,633,11767,186
